"gid","est","nombre","tipo_red","intercambio","rio","municipio","concejo","lugar","frecuencia","circuito","coord_x","coord_y","zona","h5000","h25000","pk","cota","observaciones","foto","piedefoto","croquis","mapa","cuenca","localizacion","acuifero","existencia","bioticos","coincidencia_ib","codigo_ib","codigo_ib_2","codigo_tipo","tipo_masa","codigo_masa","nombre_masa","latitude","longitude","geom"
60,"91204000","Iranzu en Villatuerta","Investigación",,"IRANZU","VILLATUERTA","VILLATUERTA","Puente en Villatuerta","Mensual","4","582593","4723781",,,,,,"Se comienza a tomar en 2006.","Iranzu.jpg","Puente de la carretera",,"miranzu.jpg","EBRO","La muestra se coge en el puente sobre el río que se encuentra unos 150 m. aguas abajo del de la carretera nacional a su paso por Villatuerta, cercano al cruze de Grocin.",,"2006-Actualidad","NO","No hay punto de índices bióticos",,,"R-T12","RÍOS DE MONTAÑA MEDITERRÁNEA CALCÁREA","ES091MSPF284","Río Iranzu desde su nacimiento hasta su desembocadura en el río Ega I","42.66206432131625","-1.992202525447316","0101000020E66400000000000082C721410000004011055241"
19,"91901000","Riomayor en Allo","Investigación",,"RIOMAYOR","ALLO","ALLO","Puente Riomayor","Trimestral","4","582543","4708341","III.3","172-75","172-IV","14","355",,"Allo-RioMayor.jpg","Vista del barranco casi seco","Riomayor en Allo.jpg","malloriomayor.jpg","EBRO","Yendo por la NA-122 de Allo a Lerín, a la altura del kilómetro 18 sale un camino a la izquierda que nos conduce a una curva del río donde se toma la muestra.",,"1971-Actualidad","NO","No hay punto de índices bióticos, aunque se tomó en una ocasión 1 año.",,,"R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF92","Arroyo de Riomayor desde su nacimiento hasta su desembocadura en el río Ega","42.52304263505311","-1.995048816674377","0101000020E6640000000000001EC7214100000040FDF55141"
74,"92101000","Arga en Eugi","Operativa","CHE","ARGA","ESTERIBAR","EUGI","Puente cola embalse","Trimestral","2","620802","4761751","IV.1","116-11","116-I","7","630",,"Eugui.jpg","Vista desde aguas arriba","Eugui.jpg","meugui.jpg","EBRO","Pasado el pueblo de Eugui, se sigue hacia Elizondo y Francia, y se pasa el Arga por un puente en la cola del embalse.",,"1971-Actualidad","RELATIVA","El punto de bióticos esta aguas arriba del de química (1.5 km)","ARGA_140000","NA-109","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF793","Río Arga desde la población de Olaverri hasta la cola del embalse de Eugui","42.99883451385446","-1.517958590664702","0101000020E66400000000000004F22241000000C0252A5241"
118,"92102000","Arga en Zubiri","Operativa","CHE","ARGA","ESTERIBAR","ZUBIRI","Puente carretera Erro","Trimestral","2","622181","4754853","IV.1","116-41","116-I","20","527","Coordenadas de la BdD antigua marcaban el puente medieval del camino de Santiago","Zubiri.jpg","Puente del Camino de Santiago","Arga en Zubiri.jpg","mzubiri.jpg","EBRO","Pasado Zubiri, se toma en el puente de la carretera a Erro, pero en el antiguo.",,"1971-Actualidad","RELATIVA","El punto de bióticos está aguas debajo de Zubiri (3km), junto a Magnesitas.","ARGA_126442","NA-29","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF541","Río Arga desde la Presa de Eugui hasta el río Ulzama (inicio del tramo canalizado de Pamplona)","42.93651803607775","-1.502553501204753","0101000020E664000000000000CAFC22410000004069235241"
83,"92103000","Arga en Huarte","Operativa","CHE","ARGA","HUARTE","HUARTE","Presa","Mensual","2","615517","4743174","IV.1","141-17","141-II","30","433",,"Huarte-Pamplona.jpg","Presa de piedra desde Puente Ugalaldea","Arga en Huarte.jpg","mhuarte.jpg","EBRO","Nada más entrar en el pueblo de Huarte desde la variante se encuentra el puente Ugalaldea.",,"1971-Actualidad","RELATIVA","Punto de bióticos esta aguas abajo del de química (3km), en una curva de la carretera de Huarte a Villaba.","ARGA_110327","NA-30","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF541","Río Arga desde la Presa de Eugui hasta el río Ulzama (inicio del tramo canalizado de Pamplona)","42.832416722954534","-1.586604950672686","0101000020E664000000000000BAC822410000008001185241"
111,"92104000","Arga en Pamplona (Cuatro Vientos)","Operativa","CHE","ARGA","PAMPLONA","PAMPLONA","Puente de Cuatro vientos","Mensual","2","609744","4742220","IV.4","141-15","141-II","39","410","Entre el puente de Santa Engracia y Cuatro Vientos hay alivios del colector C2, por lo que es importante tomar siempre en el mismo","Pamplona-Cuatro Vientos.jpg","Puente desde aguas arriba","92104000.jpg","mcuatrovientos.jpg","EBRO","El puente de Cuatro Vientos, en el que se toma la muestra, se encuentra en la avenida de Guipúzcoa",,"1975-Actualidad","RELATIVA","El punto de bióticos está aguas debajo de Zubiri (1,2km), debajo del puente que baja de San Juan a San Jorge.","ARGA_100301","NA-32","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF545","Río Arga desde el río Ulzama (inicio del tramo canalizado de Pamplona) hasta el río Elorz","42.82467800480103","-1.657406329178134","0101000020E664000000000000A09B22410000000013175241"
110,"92105000","Arga en Ororbia","Operativa","CHE","ARGA","ORORBIA","ORORBIA","Puente Unión Carbide","Mensual","2","602329","4740956","IV.4","141-13","141-I","49","386",,"Ororbia.jpg","Puente de Ororbia","Arga en Ororbia.jpg","mororbia.jpg","EBRO","El puente está al final del pueblo viniendo desde Pamplona, a mano izquierda.",,"1971-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ARGA_090174","NA-34","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF548","Río Arga desde el río Juslapeña (final del tramo canalizado de Pamplona) hasta el río Araquil","42.81432555639598","-1.748328163645424","0101000020E664000000000000B261224100000000D7155241"
50,"92106000","Arga en Puente la Reina","Operativa","CHE","ARGA","PUENTE LA REINA","PUENTE LA REINA","Puente románico","Trimestral","2","596790","4724975","IV.4","141-81","141-III","73","336","Posibilidad de estar en el remanso de un azud","Puente La Reina.jpg","Puente del s. XI perteneciente al Camino de Santiago","Arga en Puente La reina.jpg","mpuentelareina.jpg","EBRO","Se toma en el puente románico medieval, que sólo es peatonal.",,"1971-Actualidad","RELATIVA","El punto de bióticos está aguas debajo dePuente la Reina (0,5km), se une el río Robo.","ARGA_060019","NA-36","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF422","Río Arga desde el río Araquil hasta el río Salado","42.671159923555564","-1.818800809989382","0101000020E6640000000000006C362241000000C03B065241"
42,"92107000","Arga en Vergalijo","Operativa","CHE","ARGA","MIRANDA DE ARGA","VERGALIJO","Puente de Cajo","Mensual","2","598172","4701951","IV.4","206-22","206-I","105","298",,"Vergalijo.jpg","Puente sobre el Arga","Arga en Vergalijo.jpg","mvergalijo.jpg","EBRO","Antes de llegar a Vergalijo viniendo de Falces, existe un puente a la izquierda, justo al lado de la carretera, en una zona donde la barandilla se encuentra en mal estado, incluso faltando en algunos tramos.",,"1975-Actualidad","NO","No hay punto de índices bióticos",,,"R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF423","Río Arga desde el río Salado hasta su desembocadura en el Aragón","42.46368112539797","-1.805899785414444","0101000020E66400000000000038412241000000C0BFEF5141"
66,"92107001","Arga en Miranda de Arga","Operativa","CHE","ARGA","MIRANDA DE ARGA","MIRANDA DE ARGA","Puente carretera","Trimestral","2","596343","4704336","IV-4","206-11","206-I","98","304","Se pasa a semestral por cercanía a Vergalijo.","Miranda.jpg","Puente de acceso a Miranda desde aguas abajo","miranda.jpg","mmiranda-de-arga.jpg","EBRO",,,"2001-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ARGA_028716","NA-37","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF423","Río Arga desde el río Salado hasta su desembocadura en el Aragón","42.48538532963438","-1.82774121874801","0101000020E664000000000000EE3222410000000014F25141"
27,"92108000","Arga en Funes","Operativa","CHE","ARGA","FUNES","FUNES","Puente nuevo","Mensual","2","598740","4685461","IV.6","244-12","244-I","135","280","En este puente se encuentra la estación de aforos de la CHE: 90004","Funes.jpg","Puente nuevo","Arga en Funes.jpg","mfunes.jpg","EBRO","Se toma la muestra en el puente dentro del casco urbano de Funes",,"1971-Actualidad","RELATIVA","Punto de biótico está aguas abajo del de química, unos 800 m..","ARGA_002068","NA-39","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF423","Río Arga desde el río Salado hasta su desembocadura en el Aragón","42.31513172758814","-1.801820025346127","0101000020E664000000000000A845224100000040A5DF5141"
13,"92109000","Arga en Urtasun","Operativa","CHE","ARGA","ESTERIBAR","URTASUN","Pie de presa Eugui.Camino antes del puente.","Mensual","2","621117","4758573","IV.1","116-21","116-I","14","582",,"Urtasun2.jpg","Estación de aforos 90152","Arga en Urtasun.jpg","murtasun.jpg","EBRO","Pasado Urtasun en dirección Eugui, antes de cruzar el puente hay un camino a la izquierda, donde hay una valla de ""Prohibido el paso"". A continuación se encuentra la estación de aforo, que es donde se toma la muestra.",,"1978-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ARGA_135006","NA-28","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF541","Río Arga desde la Presa de Eugui hasta el río Ulzama (inicio del tramo canalizado de Pamplona)","42.97017579648736","-1.514784328741241","0101000020E6640000000000007AF42241000000400B275241"
28,"92110000","Arga en Falces","Operativa","CHE","ARGA","FALCES","FALCES","Puente entrada","Mensual","2","599655","4693493","IV.6","206-62","206-III","115","292",,"Falces.jpg","Puente de entrada a Falces desde aguas arriba","Arga en Falces.jpg","mfalces.jpg","EBRO","Se trata del puente de entrada al pueblo",,"1990-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ARGA_012342","NA-38","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF423","Río Arga desde el río Salado hasta su desembocadura en el Aragón","42.38733613427811","-1.789331853489826","0101000020E664000000000000CE4C2241000000407DE75141"
30,"92111000","Arga en Belascoáin","Operativa","CHE","ARGA","BELASCOÁIN","BELASCOÁIN","Antes vertedero Arguiñariz","Mensual","2","595430","4734698","IV.4","141-41","141-I","63","365",,"Belascoain.jpg","Vista del Arga desde el punto de toma hacia aguas abajo","Arga en Belascoain.jpg","mbelascoain.jpg","EBRO","Bajando por la carretera NA-7330: Puente la Reina-Lezáun, antes de llegar al desvío a Belascoáin, en una zona llamada Los Baños, nace un manantial. La muestra se toma aguas arriba del vertido al Arga.",,"1971-1974; 1990-Actualidad","RELATIVA","El punto de bióticos esta aguas abajo del de química (0,5km), en el puente de acceso a Belascoain.","ARGA_073973","NA-35","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF422","Río Arga desde el río Araquil hasta el río Salado","42.758872569449636","-1.833756235888483","0101000020E664000000000000CC2B224100000080BA0F5241"
125,"92112000","Arga en Pamplona (Landaben)","Operativa","CHE","ARGA","PAMPLONA","PAMPLONA","Puente Landaben","Mensual","2","607812","4740423","IV.4","141-25","141-II","42.9","400",,"Pamplona-Landaben.jpg","Puente de acceso a Landaben mirando aguas abajo","Arga Pamplona(Pte Landaben).jpg","mlandaben.jpg","EBRO","Desde la glorieta de Barañain (casa de la cascada) se accede a Ladaben por este puente.",,"1999-Actualidad","RELATIVA","El punto de bióticos está aguas abajo del de química en una zona para bajar al río junto al parque polo de la Volswagen.","ARGA_095952","NA-33","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF545","Río Arga desde el río Ulzama (inicio del tramo canalizado de Pamplona) hasta el río Elorz","42.80877430013969","-1.681379843512106","0101000020E664000000000000888C2241000000C051155241"
31,"92113000","Arga en Etxauri","Operativa","CHE","ARGA","ETXAURI","ETXAURI","Estación de aforos de la CHE","Mensual","2","599163","4738388","IV.4","141-32","141-I","55.9","376",,"Etxauri.jpg","Estación de aforos 90069","Arga en Echauri.jpg","mechauri.jpg","EBRO","Se toma en la estación de aforos de la CHE, que está al lado de las piscinas municipales del pueblo.",,"1999-Actualidad","NO","No hay punto de índices bióticos",,,"R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF422","Río Arga desde el río Araquil hasta el río Salado","42.79162160038306","-1.787497207665517","0101000020E664000000000000F64822410000000055135241"
4,"92201000","Ultzama en Villava","Operativa","CHE","ULTZAMA","EZCABARTE","VILLAVA","Puente de la Ermita de la Trinidad de Arre","Mensual","1","614101","4743565","IV.4","115-87","115-IV","30","430","Contraste con Sorauren.","Trinidad.jpg","Vista de la Trinidad de Arre desde aguas abajo","Ulzama en Villaba.jpg","mvillava.jpg","EBRO","Hay que acceder desde el interior de Villava, y se toma en el puente de la Trinidad",,"1971-Actualidad","RELATIVA","Indices bióticos no coincide exactamente con el de química (1km aguas abajo). El de índice bióticos esta justo antes de la desembocadura en el Arga.","ULTZAMA_007090","NA-19","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF544","Río Ulzama desde su nacimiento hasta su desembocadura en el río Arga (inicio del tramo canalizado de Pamplona e incluye los ríos Araquil y Mediano)","42.83614929363269","-1.603845955334536","0101000020E664000000000000AABD22410000004063185241"
78,"92202000","Ultzama en Lozen","Operativa","CHE","ULTZAMA","ULTZAMA","LOZEN","Después confluencia Zaldazain","Mensual","1","609318","4761527","IV.2","115-15","115-II","10","448",,"Locen.jpg","Confluencia del Zaldazain con el Ulzama","Ulzama en Locen.jpg","mlocen.jpg","EBRO","Desde la carretera NA-4230 en dirección a Arraiz, a la altura de Danone giramos a la derecha para acceder al caserío de Locen, y despues de juntarse el Zaldazain y Ulzama o Velate se toma la muestra.",,"1990-Actualidad","RELATIVA","En este mismo sitio se hacían índices bióticos pero se abandonó.Entre medias se une la regata Arraiz. IB 80 mmetros arriba","ULTZAMA_028855","NA-16","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF544","Río Ulzama desde su nacimiento hasta su desembocadura en el río Arga (inicio del tramo canalizado de Pamplona e incluye los ríos Araquil y Mediano)","42.99855537902499","-1.658852474449753","0101000020E6640000000000004C982241000000C0ED295241"
62,"92203000","Ultzama en Lizaso","Operativa","CHE","ULTZAMA","ULTZAMA","LIZASO","Puente NA-4230","Mensual","1","607875","4758001","IV.2","115-25","115-II","18.9","516",,"Lizaso.jpg","Vista del puente desde aguas arriba","Ulzama en Lizaso.jpg","mlizaso.jpg","EBRO","Desde Guerindiain, se toma la dirección de Lizaso, y se atraviesa el Ulzama por un puente, enfrente del restaurante Aitona.",,"1999-Actualidad","RELATIVA","Indices bióticos no coincide exactamente con el de química (1 km aguas abajo). El de índice bióticos se hace en un vado al que se llega desde el cementerio de Lizaso..","ULTZAMA_023312","NA-17","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF544","Río Ulzama desde su nacimiento hasta su desembocadura en el río Arga (inicio del tramo canalizado de Pamplona e incluye los ríos Araquil y Mediano)","42.9670178635261","-1.677231831120692","0101000020E664000000000000068D2241000000407C265241"
87,"92204000","Ultzama en Ciaurriz","Operativa","CHE","ULTZAMA","ODIETA","CIAURRIZ","Puente","Mensual","1","611337","4753829","IV.2","115-46","115-II","14.9","490","Coincide con índices bióticos.","Ciaurriz.jpg","Puente de acceso a Ciaurriz desde aguas arriba","Ulzama en Ciaurriz.jpg","mciaurriz.jpg","EBRO","Desde la carretera NA-4240, hay que desviarse hacia Ciaurriz, y se trata del puente de acceso al pueblo",,"1999-Actualidad","EXACTA","Coincide con punto de índices bióticos","ULTZAMA_015737","NA-18","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF544","Río Ulzama desde su nacimiento hasta su desembocadura en el río Arga (inicio del tramo canalizado de Pamplona e incluye los ríos Araquil y Mediano)","42.928960575804794","-1.635622146710326","0101000020E66400000000000012A822410000004069225241"
61,"92205000","Ultzama en Arraitz-Orkin","Operativa","CHE","ULTZAMA","ULTZAMA","ORKIN","Puente carretera Arraiz-Orquin","Trimestral","1","610734","4761632","IV.2","116-16","116-II","9.5","570",,"orquin.jpg","Vista del puente desde aguas abajo","Ulzama en Arraiz-Orquin.jpg","morquin.jpg","EBRO","Desde Ventas de Arraiz se sigue hasta la curva de donde sale la carretera a Orquin, allí hay un camino a la izquierda que conduce a un pequeño puente  sobre el Ulzama o Velate.",,"2001-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ULTZAMA_030512","NA-14","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF544","Río Ulzama desde su nacimiento hasta su desembocadura en el río Arga (inicio del tramo canalizado de Pamplona e incluye los ríos Araquil y Mediano)","42.99929579598096","-1.641464458896893","0101000020E6640000000000005CA3224100000000082A5241"
17,"92301000","Elorz en Pamplona","Operativa","CHE","ELORZ","PAMPLONA","PAMPLONA","Estación de aforos de la CHE: 90270","Mensual","2","609022","4739198","IV.4","141-25","141-II","26","407","Estación de aforos 90270 abandonada como aforo y reconvertida a estación de la red ICA. En verano y si baja poco caudal a veces hay que tomar la muestra del cauce.","Echavacoiz.jpg","Estación ICA","Elorz en Pamplona.jpg","mechavacoiz.jpg","EBRO","Desde la Universidad de Navarra, se toma el desvío hacia el sur, a Cizur Menor, pasando por encima de un puente sobre el Sadar; a unos 410 metros se encuentra otro puente sobre el Elorz, y aguas arriba se encuentra la estación de aforos.",,"1971-Actualidad","RELATIVA","Indices bióticos no coincide exactamente con el de química. El de biótico esta junto al puente al lado del ffcc al que se accede del final de Barañain. Se une el río Sadar","ELORZ_000867","NA-23","R-T12","RÍOS DE MONTAÑA MEDITERRÁNEA CALCÁREA","ES091MSPF294","Río Elorz desde su nacimiento hasta su desembocadura en el río Arga (incluye río Sadar)","42.79757431983074","-1.666821402991438","0101000020E664000000000000FC952241000000801F145241"
3,"92401000","Arakil en Ziordia","Operativa","CHE","ARAKIL","ZIORDIA","ZIORDIA","Puente carretera acceso","Mensual","1","562501","4746493","IV.3","113-78","113-IV","10","548",,"Ziordia.jpg","Puente de acceso a Ciordia desde la Autovía","Araquil en Ciordia.jpg","mciordia.jpg","EBRO","En la salida de la Autovía hacia Ziordia, es el puente de acceso. Desde él, se ve el pueblo a lo lejos.",,"1975-Actualidad","EXACTA","Coincide con punto de índices bióticos","ARAKIL_071716","NA-4","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF549","Río Araquil desde su nacimiento hasta el río Alzania (inicio del tramo canalizado)","42.86847255000021","-2.234826947778493","0101000020E6640000000000008A2A2141000000403F1B5241"
80,"92402000","Arakil en Hiriberri/Villanueva","Operativa","CHE","ARAKIL","ARAKIL","HIRIBERRI/VILLANUEVA","Puente viejo","Trimestral","1","590207","4752424","IV.3","114-48","114-II","64","440","En 2006 se cambia a semestral por cercanía a Huarte y Echarren.","92402000.jpg","Vista del puente desde aguas abajo","Araquil en Villanueva.jpg","mvillanueva.jpg","EBRO","Se llega al pueblo de Villanueva y al norte del pueblo hay un pequeño puente que cruza el río.",,"1975-Actualidad","RELATIVA","Indices bióticos no coincide exactamente. Está 5 km aguas abajo","ARAKIL_022530","NA-9","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF551","Río Araquil desde el río Alzania (inicio del tramo canalizado) hasta el río Larraun (incluye al regato de Lecizia)","42.91910379354311","-1.894733045854875","0101000020E664000000000000FE022241000000000A215241"
130,"92403000","Larraun en Irurtzun","Operativa","CHE","LARRAUN","ARAKIL","IRURTZUN","Estación de aforos del GN AN 439","Mensual","1","594942","4752466","IV.3","115-41","115-I","18.4","430","Habría que tomar en la Estación de aforos, ya que en el puente de aguas abajo existe a veces un vertido procedente del polígono","Irurzun.jpg","Puente antiguo desde aguas arriba","Larraun en Irurzun.jpg","mirurzun.jpg","EBRO","Si se toma en el puente antiguo hay que acceder a través del pueblo de Irurzun. Si se toma en el puente de la Autovía hay que venir por la misma desde la dirección Lecumberri y tomar la salida hacia Irurzun. El puente es el antiguo puente, que ha quedado",,"1975-Actualidad","RELATIVA","Indices bióticos no coincide exactamente con el de química. El de índice bióticos esta justo antes de la desembocadura en el Araquil.","LARRAUN_000090","NA-3","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF554","Río Larraun desde su nacimiento hasta su desembocadura en río Araquil (incluye los barrancos Iribas y Basabunia)","42.91890715404886","-1.836721437715195","0101000020E664000000000000FC2722410000008014215241"
115,"92404000","Arakil en Urritzola","Histórica",,"ARAKIL","ARAKIL","URRITZOLA","Puente pista de Urrizola",,"A","594655","4750901","IV.3","115-51","115-III","72","426",,"Urritzola.jpg","Vista del río Araquil desde el puente","Araquil en Urrizola.jpg","murrizola.jpg","EBRO","Una vez que se ha cruzado el pueblo, se continúa por una carretera asfaltada, y a unos 580 m, sale un camino a mano derecha que conduce al puente sobre el río. Se trata de un puente medieval.",,"2001-2005","RELATIVA","Indices bióticos no coincide exactamente. El de IB está 0,2 km aguas abajo","ARAKIL_019443","NA-10","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF551","Río Araquil desde el río Alzania (inicio del tramo canalizado) hasta el río Larraun (incluye al regato de Lecizia)","42.90485253730713","-1.840501401505907","0101000020E664000000000000BE252241000000408D1F5241"
2,"92405000","Arakil en Asiain","Operativa","CHE","ARAKIL","OLZA","ASIAIN","Est. aforos CHE","Mensual","1","599072","4742664","IV.3","141-12","141-I","82","390","Las coordenadas antiguas son de la supuesta E.A. de la CHE, XY=600300;4742750, pero se ha tomado siempre en el puente del Asiain.","Asiain.jpg","Puente de la carretera de Asiáin a Izu","Araquil en Asiain.jpg","masiain.jpg","EBRO","Se toma la muestra en el puente del pueblo de Asiain sobre el río. La vieja regleta que hacía de estación de aforos se encuentra unos 1.500 m aguas abajo, aunque nunca la hemos encontrado.",,"1975-Actualidad","RELATIVA","Indices bióticos no coincide exactamente. El de IB está 3,5 km aguas abajo","ARAKIL_002993","NA-13","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF555","Río Araquil desde el río Larraun hasta su desembocadura en el Arga","42.830131791273764","-1.787858010146856","0101000020E664000000000000404822410000000082175241"
121,"92406000","Udarbe en Anoz","Operativa","CHE","UDARBE","OLLO","ANOZ","Piscifactoria","Trimestral","1","595974","4746136","IV.3","115-71","115-III","16","405","En verano baja muy poco agua (a veces seco), y hay que buscar algún punto para bajar a tomar la muestra al cauce.","92406000.jpg","Vista hacia aguas arriba desde el puente.","Arteta en Anoz.jpg","manoz.jpg","EBRO","Viniendo por la NA-70: Astrain-Irurzun, entramos a Anoz, y seguimos hacia Arteta atravesando el Araquil por un puente. Inmediantamente después nos desviamos a la izquierda hacia la psicifactoria tomando el llamado camino del Sario, que tiene un puente so",,"1976-Actualidad","NO","No hay punto de índices bióticos",,,"R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF555","Río Araquil desde el río Larraun hasta su desembocadura en el Arga","42.86178667504711","-1.825161721470654","0101000020E6640000000000000C30224100000000E61A5241"
24,"92407000","Arakil en Etxarri-Aranatz","Operativa","CHE","ARAKIL","ETXARRI-ARANATZ","ETXARRI-ARANATZ","Puente carretera Lizarrusti","Mensual","1","576152","4751209","IV.3","114-53","114-III","26","485",,"Etxarri-Aranaz.jpg","Puente de Echarri Aranaz a Lizarrusti sobre el Araquil","Araquil en Echarri Aranaz.jpg","mecharriaranaz.jpg","EBRO","Nada más cruzar el pueblo de Echarri Aranaz en dirección a Lizarrusti, hay un puente que cruza el río.",,"1990-Actualidad","RELATIVA","Indices bióticos no coincide exactamente con el de química. El de índice bióticos se hace en un puente aguas abajo en la carretera Arbizu-Beasain. Entre medias está el vertido de la EDAR","ARAKIL_048536","NA-6","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF551","Río Araquil desde el río Alzania (inicio del tramo canalizado) hasta el río Larraun (incluye al regato de Lecizia)","42.90969696024342","-2.067083495209082","0101000020E6640000000000003095214100000040DA1F5241"
85,"92408000","Arakil en Etxarren","Operativa","CHE","ARAKIL","ARAKIL","ETXARREN","Estación de aforos G.N.433","Mensual","1","594141","4751799","IV.3","115-51","115-3","70.1","426","Con avenidas importantes, puede cortarse el paso bajo el puente del ferrocarril","Echarren.jpg","Estación de aforos AN-433","Araquil en Echarren.jpg","mecharren.jpg","EBRO","Tomando la salida de la Autovía de Leizarán a Irurzun, en vez de seguir a Irurzun, tomamos dirección Alsasua, y a pocos metros hay un paso inferior (Arco biarticulado prefabricado) que conduce a una industria. Pasada la industria y el puente de ferrocarr",,"1990-Actualidad","RELATIVA","Indices bióticos no coincide exactamente con el de química. El de índice bióticos se hace aguas arriba del aforo bajo el puente de la autovía.","ARAKIL_021116","NA-8","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF551","Río Araquil desde el río Alzania (inicio del tramo canalizado) hasta el río Larraun (incluye al regato de Lecizia)","42.913001188882866","-1.846645765123001","0101000020E664000000000000BA212241000000C06D205241"
127,"92409000","Arakil en Alsasua","Operativa","CHE","ARAKIL","ALTSASU/ALSASUA","ALTSASU/ALSASUA","Puente de entrada a Alsasua.","Mensual","1","568047","4749186","IV.3","114-61","114-III","15.9","510","En 1999 se comenzó a tomar en la orilla junto al polígono industrial, en el punto de índices bióticos que aparece en el croquis (X,Y: 568437, 4749634). La toma era complicada y se pasó en enero de 2004 el punto de fisico-química al puente de aguas arriba","Alsasua1.jpg",,"Araquil en Alsasua.jpg","Alsasua.jpg","EBRO","La muestra se toma en el puente de entrada de la antigua carretera nacional hacia Alsasua. En verano hay poco calado y hay que bajar al río por unas huertas cercanas para tomar la muestra a mano.",,"1999-Actualidad","RELATIVA","El punto de bióticos está justo aguas abajo del polígono de Alsasua, antes del colector del polígono.","ARAKIL_062143","NA-5","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF551","Río Araquil desde el río Alzania (inicio del tramo canalizado) hasta el río Larraun (incluye al regato de Lecizia)","42.89224732615759","-2.166610055677923","0101000020E664000000000000DE55214100000080E01D5241"
126,"92410000","Arakil en Uharte-Araquil","Operativa","CHE","ARAKIL","UHARTE-ARAKIL","UHARTE-ARAKIL","Puente antiguo","Mensual","1","584139","4752736","IV.3","114-46","114-2","35.9","458",,"Huarte-Arakil.jpg","Puente de Huarte Araquil","Araquil en Huarte Araquil.jpg","mhuartearaquil.jpg","EBRO","Hay que atravesar todo Uharte Arakil para llegar al puente antiguo, que es por donde se va a San Miguel de Aralar",,"1999-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ARAKIL_038667","NA-7","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF551","Río Araquil desde el río Alzania (inicio del tramo canalizado) hasta el río Larraun (incluye al regato de Lecizia)","42.92260660042366","-1.96902257297526","0101000020E66400000000000096D321410000000058215241"
65,"92411000","Arakil en Erroz","Operativa","CHE","ARAKIL","ARAKIL","ERROTZ","Puente de Errotz","Mensual","1","595670","4749837","IV.3","115-61","115-III","75.9","418","Se ha unificado este punto, con el anterior 92404000 de Oskia.","Errotz.jpg","Vista del puente de acceso a Erroz","Araquil en Erroz.jpg","merroz.jpg","EBRO","Se toma en el puente del pueblo que está en la carretera NA-7010 hacia Urritzola",,"1975-Actualidad","EXACTA","Coincide con punto de índices bióticos desde 2002.","ARAKIL_017880","NA-12","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF555","Río Araquil desde el río Larraun hasta su desembocadura en el Arga","42.895146367714254","-1.828251883034455","0101000020E664000000000000AC2D224100000040831E5241"
